id,route_name,start_id,finish_id,bus_stops
76,123,8220DB001491,8220DB007153,"['8220DB001491', '8220DB001492', '8220DB001493', '8220DB001482', '8220DB001494', '8220DB001495', '8220DB001496', '8220DB001515', '8220DB001499', '8220DB001485', '8220DB004518', '8220DB000509', '8220DB000510', '8220DB000511', '8220DB000513', '8220DB004513', '8220DB000272', '8220DB000335', '8220DB001278', '8220DB001934', '8220DB001935', '8220DB001937', '8220DB001938', '8220DB001939', '8220DB001940', '8220DB001941', '8220DB004516', '8220DB001369', '8220DB001370', '8220DB001371', '8220DB001454', '8220DB001455', '8220DB001453', '8220DB001456', '8220DB001457', '8220DB001458', '8220DB001459', '8220DB001460', '8220DB001462', '8220DB005149', '8220DB001419', '8220DB006094', '8220DB002102', '8220DB002103', '8220DB007154', '8220DB007153']"
77,123,8220DB006057,8220DB001489,"['8220DB006057', '8220DB002183', '8220DB002184', '8220DB002185', '8220DB001423', '8220DB001424', '8220DB001425', '8220DB001426', '8220DB001463', '8220DB004399', '8220DB004400', '8220DB001464', '8220DB001469', '8220DB001465', '8220DB001466', '8220DB001467', '8220DB001468', '8220DB001377', '8220DB001378', '8220DB004514', '8220DB004515', '8220DB001995', '8220DB001996', '8220DB001997', '8220DB001998', '8220DB001999', '8220DB002001', '8220DB002002', '8220DB001359', '8220DB000274', '8220DB001505', '8220DB004509', '8220DB000499', '8220DB000500', '8220DB000501', '8220DB001484', '8220DB001481', '8220DB007320', '8220DB001486', '8220DB001487', '8220DB001488', '8220DB001489']"
78,13,8230DB007229,8240DB000323,"['8230DB007229', '8230DB004617', '8230DB004555', '8230DB007714', '8230DB003415', '8230DB003416', '8230DB003417', '8230DB003418', '8230DB003419', '8230DB002374', '8230DB002146', '8230DB002147', '8230DB002148', '8230DB002149', '8230DB002150', '8230DB002151', '8230DB002152', '8230DB002153', '8230DB002154', '8230DB006245', '8230DB004671', '8230DB004672', '8230DB003465', '8230DB004673', '8230DB002172', '8230DB002159', '8230DB004409', '8230DB004550', '8230DB004551', '8230DB001965', '8230DB001966', '8230DB007781', '8230DB001975', '8230DB001977', '8230DB001978', '8230DB001980', '8220DB001981', '8220DB001982', '8220DB004406', '8220DB001984', '8220DB001985', '8220DB001986', '8220DB001987', '8220DB001988', '8220DB001989', '8220DB001990', '8220DB001992', '8220DB001993', '8220DB001994', '8220DB001995', '8220DB001996', '8220DB001997', '8220DB001998', '8220DB001999', '8220DB002001', '8220DB002002', '8220DB001359', '8220DB000319', '8220DB000281', '8220DB000007', '8220DB000011', '8220DB000014', '8220DB000015', '8220DB000017', '8220DB000018', '8220DB000019', '8220DB000021', '8220DB007602', '8220DB000085', '8220DB000086', '8220DB000087', '8220DB000088', '8220DB00089', '8220DB000027', '8220DB000028', '8220DB000029', '8220DB004680', '8220DB000090', '8220DB000091', '8220DB000092', '8220DB000093', '8220DB000094', '8220DB000102', '8220DB006239', '8220DB000104', '8220DB006241', '8220DB000105', '8220DB006253', '8220DB007191', '8220DB006238', '8220DB006182', '8220DB000322', '8240DB000323']"
79,13,8230DB007229,8240DB000323,"['8230DB007229', '8230DB004617', '8230DB004555', '8230DB007714', '8230DB003414', '8230DB003415', '8230DB003416', '8230DB003417', '8230DB003418', '8230DB003419', '8230DB002374', '8230DB002146', '8230DB002147', '8230DB002148', '8230DB002149', '8230DB002150', '8230DB002151', '8230DB002152', '8230DB002153', '8230DB002154', '8230DB006245', '8230DB004671', '8230DB004672', '8230DB003465', '8230DB004673', '8230DB002172', '8230DB002159', '8230DB004409', '8230DB004550', '8230DB004551', '8230DB001965', '8230DB001966', '8230DB007781', '8230DB001975', '8230DB001977', '8230DB001978', '8230DB001980', '8220DB001981', '8220DB001982', '8220DB004406', '8220DB001984', '8220DB001985', '8220DB001986', '8220DB001987', '8220DB001988', '8220DB001989', '8220DB001990', '8220DB001992', '8220DB001993', '8220DB001994', '8220DB001995', '8220DB001996', '8220DB001997', '8220DB001998', '8220DB001999', '8220DB002001', '8220DB002002', '8220DB001359', '8220DB000319', '8220DB000281', '8220DB000007', '8220DB000011', '8220DB000014', '8220DB000015', '8220DB000017', '8220DB000018', '8220DB000019', '8220DB000021', '8220DB000085', '8220DB000086', '8220DB000087', '8220DB000088', '8220DB00089', '8220DB000027', '8220DB000028', '8220DB000029', '8220DB004680', '8220DB000090', '8220DB000091', '8220DB000092', '8220DB000093', '8220DB000094', '8220DB000102', '8220DB006239', '8220DB000104', '8220DB006241', '8220DB000105', '8220DB006253', '8220DB007191', '8220DB006238', '8220DB006182', '8220DB000322', '8240DB000323']"
80,130,8220DB000621,8220DB001765,"['8220DB000621', '8220DB000289', '8220DB000496', '8220DB000515', '8220DB000516', '8220DB004384', '8220DB000519', '8220DB000521', '8220DB000522', '8220DB000523', '8220DB001740', '8220DB001741', '8220DB001742', '8220DB001743', '8220DB001744', '8220DB001745', '8220DB001746', '8220DB001747', '8220DB001748', '8220DB001749', '8220DB001751', '8220DB001752', '8220DB001753', '8220DB001754', '8220DB001759', '8220DB001758', '8220DB001750', '8220DB001769', '8220DB001770', '8220DB001771', '8220DB001760', '8220DB001761', '8220DB001762', '8220DB001763', '8220DB001764', '8220DB001765']"
81,130,8220DB001772,8220DB000620,"['8220DB001772', '8220DB001773', '8220DB001774', '8220DB001775', '8220DB001776', '8220DB001777', '8220DB001778', '8220DB001755', '8220DB001756', '8220DB001757', '8220DB001794', '8220DB007469', '8220DB001724', '8220DB001725', '8220DB001726', '8220DB001727', '8220DB001728', '8220DB001729', '8220DB001730', '8220DB001731', '8220DB001732', '8220DB001733', '8220DB001734', '8220DB001735', '8220DB001736', '8220DB001737', '8220DB001738', '8220DB001739', '8220DB000614', '8220DB000615', '8220DB000616', '8220DB000617', '8220DB000618', '8220DB000619', '8220DB000675', '8220DB000620']"
82,14,8220DB000248,8250DB002866,"['8220DB000248', '8220DB000249', '8220DB000250', '8220DB000251', '8220DB000252', '8220DB000255', '8220DB000234', '8220DB000235', '8220DB000236', '8220DB001190', '8220DB001191', '8220DB001192', '8220DB001193', '8220DB001194', '8220DB001195', '8220DB000664', '8220DB000665', '8220DB000666', '8220DB000667', '8220DB000668', '8220DB000614', '8220DB000615', '8220DB000616', '8220DB000617', '8220DB000618', '8220DB000619', '8220DB000675', '8220DB004415', '8220DB000301', '8220DB000336', '8220DB007581', '8220DB001283', '8220DB007579', '8220DB001285', '8220DB001016', '8220DB001017', '8220DB001018', '8220DB001019', '8220DB001020', '8220DB001076', '8220DB001077', '8220DB001078', '8220DB001079', '8220DB001080', '8220DB001081', '8220DB002914', '8220DB002989', '8220DB002990', '8250DB001042', '8250DB001043', '8250DB001044', '8250DB001045', '8250DB004710', '8250DB001046', '8250DB001047', '8250DB001048', '8250DB001049', '8250DB004333', '8250DB004334', '8250DB004712', '8250DB002853', '8250DB002854', '8250DB002855', '8250DB002856', '8250DB002857', '8250DB002858', '8250DB002859', '8250DB002860', '8250DB002861', '8250DB002862', '8250DB002863', '8250DB002864', '8250DB004486', '8250DB002865', '8250DB002866']"
83,14,8250DB002825,8220DB000246,"['8250DB002825', '8250DB007719', '8250DB007720', '8250DB007718', '8250DB002842', '8250DB002843', '8250DB002844', '8250DB002845', '8250DB002846', '8250DB002847', '8250DB004397', '8250DB002848', '8250DB002849', '8250DB002850', '8250DB002851', '8250DB002852', '8250DB004707', '8250DB004708', '8250DB004336', '8250DB001051', '8250DB001052', '8250DB001053', '8250DB001054', '8250DB001036', '8250DB004709', '8250DB001037', '8250DB001038', '8250DB002998', '8220DB002999', '8220DB003000', '8220DB003001', '8220DB003002', '8220DB001166', '8220DB001167', '8220DB001168', '8220DB001169', '8220DB001170', '8220DB001069', '8220DB001070', '8220DB001071', '8220DB004528', '8220DB001072', '8220DB007577', '8220DB001353', '8220DB001354', '8220DB007578', '8220DB007582', '8220DB000297', '8220DB000496', '8220DB000497', '8220DB000515', '8220DB000516', '8220DB004384', '8220DB000519', '8220DB000521', '8220DB000522', '8220DB000523', '8220DB000669', '8220DB000670', '8220DB000671', '8220DB000672', '8220DB004382', '8220DB001185', '8220DB001186', '8220DB001187', '8220DB001188', '8220DB000216', '8220DB000217', '8220DB000242', '8220DB000243', '8220DB000244', '8220DB000245', '8220DB000246']"
84,140,8220DB000896,8220DB007276,"['8220DB000896', '8220DB000897', '8220DB000893', '8220DB000894', '8220DB001067', '8220DB001068', '8220DB001069', '8220DB001070', '8220DB001071', '8220DB004528', '8220DB001072', '8220DB007577', '8220DB001353', '8220DB001354', '8220DB007578', '8220DB007582', '8220DB000319', '8220DB000274', '8220DB000007', '8220DB000194', '8220DB000195', '8220DB000196', '8220DB000197', '8220DB000198', '8220DB000199', '8220DB001506', '8220DB001507', '8220DB001508', '8220DB001509', '8220DB001510', '8220DB001511', '8220DB001512', '8220DB001538', '8220DB004543', '8220DB001560', '8220DB001280', '8240DB006366', '8240DB006230', '8240DB006228', '8240DB007111', '8240DB006365', '8220DB006276', '8220DB006362', '8220DB007276']"
85,140,8220DB007149,8220DB001024,"['8220DB007149', '8220DB007277', '8220DB006363', '8220DB006361', '8220DB006367', '8220DB004985', '8240DB006219', '8240DB006229', '8240DB006364', '8220DB001558', '8220DB004542', '8220DB001531', '8220DB001532', '8220DB001533', '8220DB001534', '8220DB001535', '8220DB001536', '8220DB001537', '8220DB000186', '8220DB000187', '8220DB000188', '8220DB000189', '8220DB000190', '8220DB000191', '8220DB000819', '8220DB000264', '8220DB006059', '8220DB000334', '8220DB007581', '8220DB001283', '8220DB007579', '8220DB001285', '8220DB001016', '8220DB001017', '8220DB001018', '8220DB001019', '8220DB001020', '8220DB001076', '8220DB001021', '8220DB006042', '8220DB001022', '8220DB001023', '8220DB001024']"
86,142,8240DB003605,8250DB003012,"['8240DB003605', '8240DB003606', '8240DB003607', '8240DB006051', '8240DB006053', '8240DB007327', '8240DB003629', '8240DB003630', '8240DB003631', '8240DB003632', '8240DB003633', '8240DB003634', '8240DB003635', '8240DB003636', '8240DB000905', '8240DB004331', '8240DB004339', '8240DB007692', '8240DB006010', '8240DB003656', '8240DB007194', '8240DB007196', '8240DB006310', '8240DB006311', '8220DB007399', '8220DB007398', '8220DB007397', '8220DB006252', '8220DB000301', '8220DB004495', '8220DB002809', '8220DB002810', '8220DB001013', '8220DB001015', '8220DB001016', '8220DB001017', '8220DB001018', '8220DB001019', '8220DB001020', '8220DB001076', '8220DB001021', '8220DB006042', '8220DB001022', '8220DB001023', '8220DB001024', '8220DB000895', '8220DB001025', '8220DB001026', '8220DB001027', '8220DB001028', '8250DB002818', '8250DB002819', '8250DB003012']"
87,142,8250DB000877,8240DB003615,"['8250DB000877', '8250DB000876', '8250DB003011', '8250DB002896', '8250DB002897', '8220DB001062', '8220DB001063', '8220DB001064', '8220DB001065', '8220DB001066', '8220DB001067', '8220DB001068', '8220DB001069', '8220DB001070', '8220DB001071', '8220DB004528', '8220DB001072', '8220DB007577', '8220DB001353', '8220DB001354', '8220DB007578', '8220DB007582', '8220DB000407', '8220DB002498', '8220DB002499', '8220DB002500', '8220DB002501', '8220DB007623', '8240DB006312', '8240DB007197', '8240DB007195', '8240DB003653', '8240DB006055', '8240DB001073', '8240DB003641', '8240DB003642', '8240DB003643', '8240DB003583', '8240DB003584', '8240DB003585', '8240DB003625', '8240DB003626', '8240DB003627', '8240DB003628', '8240DB006052', '8240DB003613', '8240DB003615']"
88,145,8350DB004533,8220DB004407,"['8350DB004533', '8350DB004844', '8350DB004177', '8350DB004178', '8350DB004179', '8350DB002993', '8350DB002994', '8350DB004180', '8350DB004181', '8350DB004182', '8350DB004151', '8350DB002997', '8350DB004153', '8350DB004154', '8350DB004416', '8350DB004201', '8250DB004202', '8250DB004203', '8250DB005090', '8250DB004204', '8250DB004205', '8250DB004206', '8250DB003140', '8250DB003141', '8250DB003142', '8250DB003143', '8250DB003144', '8250DB003145', '8250DB003146', '8250DB003147', '8250DB003148', '8250DB005127', '8250DB005128', '8250DB002996', '8250DB003258', '8250DB002060', '8250DB002061', '8250DB002062', '8250DB002063', '8250DB002064', '8250DB002065', '8250DB004727', '8250DB004728', '8250DB000461', '8250DB002068', '8250DB002069', '8250DB002070', '8250DB002084', '8250DB000768', '8220DB000769', '8220DB000770', '8220DB000771', '8220DB000772', '8220DB000773', '8220DB000774', '8220DB000775', '8220DB000776', '8220DB000777', '8220DB000906', '8220DB000907', '8220DB000908', '8220DB000909', '8220DB000786', '8220DB000792', '8220DB007586', '8220DB007587', '8220DB007588', '8220DB000325', '8220DB001443', '8220DB001444', '8220DB001445', '8220DB004407']"
89,145,8350DB007574,8220DB004407,"['8350DB007574', '8350DB004177', '8350DB004178', '8350DB004179', '8350DB002993', '8350DB002994', '8350DB004180', '8350DB004181', '8350DB004182', '8350DB004151', '8350DB002997', '8350DB004153', '8350DB004154', '8350DB004416', '8350DB004201', '8250DB004202', '8250DB004203', '8250DB005090', '8250DB004204', '8250DB004205', '8250DB004206', '8250DB003140', '8250DB003141', '8250DB003142', '8250DB003143', '8250DB003144', '8250DB003145', '8250DB003146', '8250DB003147', '8250DB003148', '8250DB005127', '8250DB005128', '8250DB002996', '8250DB003258', '8250DB002060', '8250DB002061', '8250DB002062', '8250DB002063', '8250DB002064', '8250DB002065', '8250DB004727', '8250DB004728', '8250DB000461', '8250DB002068', '8250DB002069', '8250DB002070', '8250DB002084', '8250DB000768', '8220DB000769', '8220DB000770', '8220DB000771', '8220DB000772', '8220DB000773', '8220DB000774', '8220DB000775', '8220DB000776', '8220DB000777', '8220DB000906', '8220DB000907', '8220DB000908', '8220DB000909', '8220DB000786', '8220DB000792', '8220DB007586', '8220DB007587', '8220DB007588', '8220DB000325', '8220DB001443', '8220DB001444', '8220DB001445', '8220DB004407']"
90,15,8220DB006318,8230DB006283,"['8220DB006318', '8220DB006319', '8220DB007246', '8220DB006320', '8220DB004594', '8220DB004595', '8220DB004596', '8220DB004563', '8220DB001218', '8220DB001270', '8220DB001272', '8220DB001273', '8220DB001274', '8220DB001275', '8220DB001276', '8220DB001277', '8220DB001219', '8220DB001220', '8220DB001221', '8220DB000664', '8220DB000665', '8220DB000666', '8220DB000667', '8220DB000668', '8220DB000614', '8220DB000615', '8220DB000616', '8220DB000617', '8220DB000618', '8220DB000619', '8220DB000675', '8220DB004415', '8220DB000301', '8220DB004495', '8220DB007581', '8220DB001283', '8220DB007579', '8220DB001285', '8220DB001016', '8220DB001017', '8220DB001018', '8220DB001019', '8220DB001020', '8220DB001076', '8220DB001077', '8220DB001078', '8220DB001079', '8220DB001080', '8220DB001081', '8220DB001082', '8220DB001083', '8220DB001085', '8220DB001121', '8220DB001122', '8220DB001123', '8220DB001124', '8230DB001125', '8230DB001127', '8230DB001130', '8230DB001140', '8230DB001141', '8230DB001142', '8230DB001143', '8230DB001144', '8230DB001145', '8230DB004869', '8230DB004870', '8230DB003007', '8230DB006283']"
91,15,8230DB006282,8220DB007245,"['8230DB006282', '8230DB006335', '8230DB006326', '8230DB004886', '8230DB004887', '8230DB001150', '8230DB001151', '8230DB001152', '8230DB001153', '8230DB001154', '8230DB000946', '8230DB001155', '8230DB001157', '8230DB001158', '8220DB001159', '8220DB001160', '8220DB001161', '8220DB001162', '8220DB001163', '8220DB001164', '8220DB001165', '8220DB001166', '8220DB001167', '8220DB001168', '8220DB001169', '8220DB001170', '8220DB001069', '8220DB001070', '8220DB001071', '8220DB004528', '8220DB001072', '8220DB007577', '8220DB001353', '8220DB001354', '8220DB007578', '8220DB007582', '8220DB000299', '8220DB000497', '8220DB000515', '8220DB000516', '8220DB004384', '8220DB000519', '8220DB000521', '8220DB000522', '8220DB000523', '8220DB000669', '8220DB000670', '8220DB000671', '8220DB000672', '8220DB004382', '8220DB001196', '8220DB001197', '8220DB001198', '8220DB001199', '8220DB001200', '8220DB004385', '8220DB001201', '8220DB001202', '8220DB001203', '8220DB006115', '8220DB004593', '8220DB007516', '8220DB006079', '8220DB006315', '8220DB006316', '8220DB007236', '8220DB007245']"
92,150,8230DB004863,8220DB001358,"['8230DB004863', '8230DB004864', '8230DB004865', '8230DB004577', '8230DB004578', '8230DB001100', '8230DB000100', '8230DB001111', '8230DB002323', '8230DB002324', '8230DB002325', '8230DB002326', '8230DB005150', '8220DB002327', '8220DB002328', '8220DB002329', '8220DB002330', '8220DB002331', '8220DB001397', '8220DB001398', '8220DB001399', '8220DB005148', '8220DB001401', '8220DB001402', '8220DB001403', '8220DB001404', '8220DB001405', '8220DB004856', '8220DB004857', '8220DB000307', '8220DB000308', '8220DB000309', '8220DB007412', '8220DB007413', '8220DB002383', '8220DB002003', '8220DB001358']"
93,150,8230DB004863,8220DB001358,"['8230DB004863', '8230DB004864', '8230DB004865', '8230DB004577', '8230DB004578', '8230DB001100', '8230DB000100', '8230DB001111', '8230DB002323', '8230DB002324', '8230DB002325', '8230DB002326', '8230DB005150', '8220DB002327', '8220DB002328', '8220DB002329', '8220DB002330', '8220DB002331', '8220DB001397', '8220DB001398', '8220DB001399', '8220DB005148', '8220DB001401', '8220DB001402', '8220DB001403', '8220DB001404', '8220DB001405', '8220DB004856', '8220DB004857', '8220DB000307', '8220DB000308', '8220DB000309', '8220DB002383', '8220DB002003', '8220DB001358']"
94,151,8230DB004606,8220DB002508,"['8230DB004606', '8230DB007142', '8230DB007015', '8230DB004617', '8230DB004555', '8230DB004552', '8230DB004554', '8230DB003418', '8230DB003419', '8230DB004762', '8230DB004763', '8230DB006245', '8230DB002156', '8230DB006014', '8230DB006242', '8230DB006152', '8230DB006153', '8230DB006243', '8230DB006154', '8230DB006155', '8230DB006141', '8220DB006142', '8220DB002181', '8220DB002182', '8220DB002778', '8220DB002185', '8220DB007043', '8220DB001424', '8220DB002186', '8220DB002187', '8220DB002188', '8220DB002189', '8220DB001436', '8220DB003952', '8220DB002190', '8220DB004434', '8220DB002379', '8220DB002380', '8220DB002382', '8220DB005099', '8220DB002383', '8220DB001479', '8220DB007622', '8220DB000297', '8220DB000407', '8220DB002498', '8220DB002499', '8220DB002500', '8220DB002501', '8220DB007623', '8220DB002508']"
95,151,8230DB004606,8220DB002508,"['8230DB004606', '8230DB007142', '8230DB007015', '8230DB004617', '8230DB004555', '8230DB004576', '8230DB003418', '8230DB003419', '8230DB004762', '8230DB004763', '8230DB006245', '8230DB002156', '8230DB006014', '8230DB006242', '8230DB006152', '8230DB006153', '8230DB006243', '8230DB006154', '8230DB006155', '8230DB006141', '8220DB006142', '8220DB002181', '8220DB002182', '8220DB002778', '8220DB002185', '8220DB007043', '8220DB001424', '8220DB002186', '8220DB002187', '8220DB002188', '8220DB002189', '8220DB001436', '8220DB003952', '8220DB002190', '8220DB004434', '8220DB002379', '8220DB002380', '8220DB002382', '8220DB005099', '8220DB002383', '8220DB001479', '8220DB007622', '8220DB000297', '8220DB000407', '8220DB002498', '8220DB002499', '8220DB002500', '8220DB002501', '8220DB007623', '8220DB002508']"
96,155,8350DB004168,8220DB000322,"['8350DB004168', '8350DB004170', '8350DB004153', '8350DB004154', '8350DB004416', '8350DB004201', '8250DB004202', '8250DB004203', '8250DB005090', '8250DB004204', '8250DB004205', '8250DB004206', '8250DB003140', '8250DB003141', '8250DB003142', '8250DB003143', '8250DB003144', '8250DB003145', '8250DB003146', '8250DB003147', '8250DB003148', '8250DB005127', '8250DB005128', '8250DB002996', '8250DB003258', '8250DB002060', '8250DB002061', '8250DB002062', '8250DB002063', '8250DB002064', '8250DB002065', '8250DB004727', '8250DB004728', '8250DB000461', '8250DB002068', '8250DB002069', '8250DB002070', '8250DB002084', '8250DB000768', '8220DB000769', '8220DB000770', '8220DB000771', '8220DB000772', '8220DB000773', '8220DB000774', '8220DB000775', '8220DB000776', '8220DB000777', '8220DB000906', '8220DB000907', '8220DB000908', '8220DB000909', '8220DB000786', '8220DB000792', '8220DB000319', '8220DB000281', '8220DB000006', '8220DB000194', '8220DB000195', '8220DB000196', '8220DB000197', '8220DB000198', '8220DB000199', '8220DB000200', '8220DB000201', '8220DB000148', '8220DB000149', '8220DB000150', '8220DB000027', '8220DB000028', '8220DB000029', '8220DB004680', '8220DB000090', '8220DB000091', '8220DB000092', '8220DB000093', '8220DB000094', '8220DB000126', '8220DB006182', '8220DB000322']"
97,155,8220DB007698,8350DB004156,"['8220DB007698', '8220DB007113', '8220DB000127', '8220DB000112', '8220DB000113', '8220DB000114', '8220DB000115', '8220DB000037', '8220DB000038', '8220DB000039', '8220DB000040', '8220DB000146', '8220DB000147', '8220DB000184', '8220DB000185', '8220DB000186', '8220DB000187', '8220DB000188', '8220DB000189', '8220DB000190', '8220DB000191', '8220DB000819', '8220DB000264', '8220DB006059', '8220DB000334', '8220DB000406', '8220DB000747', '8220DB000842', '8220DB000845', '8220DB000846', '8220DB000847', '8220DB000848', '8220DB002795', '8220DB000756', '8220DB000757', '8220DB000758', '8220DB000759', '8220DB000760', '8220DB000761', '8220DB000762', '8220DB000763', '8250DB002007', '8250DB002008', '8250DB002009', '8250DB002010', '8250DB000435', '8250DB007353', '8250DB004571', '8250DB002013', '8250DB002014', '8250DB004636', '8250DB002016', '8250DB002015', '8250DB002017', '8250DB003259', '8250DB007361', '8250DB007362', '8250DB003129', '8250DB003130', '8250DB003131', '8250DB003132', '8250DB003133', '8250DB003134', '8250DB003135', '8250DB003136', '8250DB003138', '8250DB003139', '8250DB004124', '8250DB004125', '8250DB004126', '8250DB004127', '8250DB004128', '8350DB004129', '8350DB004130', '8350DB004131', '8350DB007294', '8350DB004156']"
98,15A,8220DB007391,8230DB001103,"['8220DB007391', '8220DB000493', '8220DB000494', '8220DB000495', '8220DB000400', '8220DB007581', '8220DB001283', '8220DB007579', '8220DB001285', '8220DB001016', '8220DB001017', '8220DB001018', '8220DB001019', '8220DB001020', '8220DB001076', '8220DB001077', '8220DB001078', '8220DB001079', '8220DB001080', '8220DB001081', '8220DB001082', '8220DB001083', '8220DB001085', '8220DB001086', '8220DB001087', '8220DB001088', '8220DB001089', '8220DB001090', '8220DB001091', '8230DB001092', '8230DB001093', '8230DB001094', '8230DB001095', '8230DB001096', '8230DB001101', '8230DB001102', '8230DB001103']"
99,15A,8230DB001105,8220DB002810,"['8230DB001105', '8230DB001107', '8230DB001108', '8230DB001109', '8230DB001110', '8230DB001111', '8230DB001112', '8230DB001113', '8230DB001114', '8230DB001115', '8220DB002437', '8220DB001117', '8220DB001118', '8220DB001119', '8220DB001120', '8220DB001164', '8220DB001165', '8220DB001166', '8220DB001167', '8220DB001168', '8220DB001169', '8220DB001170', '8220DB001069', '8220DB001070', '8220DB001071', '8220DB004528', '8220DB001072', '8220DB007577', '8220DB001353', '8220DB001354', '8220DB007578', '8220DB007582', '8220DB000340', '8220DB000350', '8220DB002809', '8220DB002810']"
100,15B,8220DB007391,8230DB006279,"['8220DB007391', '8220DB000493', '8220DB000494', '8220DB000495', '8220DB000400', '8220DB007581', '8220DB001283', '8220DB007579', '8220DB001285', '8220DB001016', '8220DB001017', '8220DB001018', '8220DB001019', '8220DB001020', '8220DB001076', '8220DB001077', '8220DB001078', '8220DB001079', '8220DB001080', '8220DB001081', '8220DB002914', '8220DB002915', '8220DB002916', '8220DB002917', '8220DB002918', '8220DB001300', '8230DB001301', '8230DB001302', '8230DB001303', '8230DB005129', '8230DB005130', '8230DB001135', '8230DB007064', '8230DB007066', '8230DB002924', '8230DB002925', '8230DB007442', '8230DB007446', '8230DB007070', '8230DB007445', '8230DB006339', '8230DB006324', '8230DB006325', '8230DB006341', '8230DB006277', '8230DB006278', '8230DB006279']"
101,15B,8230DB006285,8220DB002810,"['8230DB006285', '8230DB006286', '8230DB006287', '8230DB006288', '8230DB006342', '8230DB006298', '8230DB006336', '8230DB007069', '8230DB007443', '8230DB007444', '8230DB002941', '8230DB002942', '8230DB007065', '8230DB007063', '8230DB001137', '8230DB005131', '8230DB005132', '8230DB001331', '8230DB001332', '8230DB001333', '8230DB001334', '8220DB002985', '8220DB002986', '8220DB002988', '8220DB003001', '8220DB003002', '8220DB001166', '8220DB001167', '8220DB001168', '8220DB001169', '8220DB001170', '8220DB001069', '8220DB001070', '8220DB001071', '8220DB004528', '8220DB001072', '8220DB007577', '8220DB001353', '8220DB001354', '8220DB007578', '8220DB007582', '8220DB000340', '8220DB000350', '8220DB002809', '8220DB002810']"
102,15D,8220DB007391,8230DB002954,"['8220DB007391', '8220DB000493', '8220DB000494', '8220DB000495', '8220DB000400', '8220DB007581', '8220DB001283', '8220DB007579', '8220DB001285', '8220DB001016', '8220DB001017', '8220DB001018', '8220DB001019', '8220DB001020', '8220DB001076', '8220DB001077', '8220DB001078', '8220DB001079', '8220DB001080', '8220DB001081', '8220DB002914', '8220DB002915', '8220DB002916', '8220DB002917', '8220DB002918', '8220DB001300', '8230DB001301', '8230DB001302', '8230DB001303', '8230DB005129', '8230DB005130', '8230DB001135', '8230DB007064', '8230DB007066', '8230DB002924', '8230DB002925', '8230DB002948', '8230DB002949', '8230DB002950', '8230DB002954']"
103,15D,8230DB007067,8220DB002810,"['8230DB007067', '8230DB002956', '8230DB002965', '8230DB002983', '8230DB002984', '8230DB002941', '8230DB002942', '8230DB007065', '8230DB007063', '8230DB001137', '8230DB005131', '8230DB005132', '8230DB001331', '8230DB001332', '8230DB001333', '8230DB001334', '8220DB002985', '8220DB002986', '8220DB002988', '8220DB003001', '8220DB003002', '8220DB001166', '8220DB001167', '8220DB001168', '8220DB001169', '8220DB001170', '8220DB001069', '8220DB001070', '8220DB001071', '8220DB004528', '8220DB001072', '8220DB007577', '8220DB001353', '8220DB001354', '8220DB007578', '8220DB007582', '8220DB000340', '8220DB000350', '8220DB002809', '8220DB002810']"
104,16,8240DB007347,8250DB005052,"['8240DB007347', '8240DB003669', '8240DB007349', '8240DB001631', '8240DB001632', '8240DB005053', '8240DB001633', '8240DB001634', '8240DB001635', '8240DB001636', '8240DB001637', '8240DB001638', '8240DB001639', '8240DB001640', '8240DB000231', '8240DB000232', '8220DB000233', '8220DB000234', '8220DB000235', '8220DB000236', '8220DB000237', '8220DB000213', '8220DB000214', '8220DB004432', '8220DB000119', '8220DB000044', '8220DB007603', '8220DB000045', '8220DB000046', '8220DB000047', '8220DB000048', '8220DB000049', '8220DB000051', '8220DB000052', '8220DB000262', '8220DB000270', '8220DB000336', '8220DB001279', '8220DB001282', '8220DB004456', '8220DB001284', '8220DB001285', '8220DB001287', '8220DB001288', '8220DB001289', '8220DB001290', '8220DB001291', '8220DB001292', '8220DB001293', '8220DB001294', '8220DB001295', '8220DB001296', '8220DB001297', '8220DB001298', '8220DB001299', '8220DB001300', '8230DB001301', '8230DB001302', '8230DB001303', '8230DB001304', '8230DB001305', '8230DB001320', '8230DB001321', '8230DB001322', '8230DB001323', '8230DB001324', '8230DB007068', '8230DB002966', '8230DB002967', '8230DB002968', '8250DB002969', '8250DB002970', '8250DB002971', '8250DB005051', '8250DB005052']"
